year,export_value,import_value,location_code,partner_code,hs_product_code
2017,7929138176,8323724288,GBR,ANS,9
2011,12953835520,345107648,IND,ANS,9
2000,2902639360,8624713728,ITA,ANS,9
2001,2687737088,7973051392,ITA,ANS,9
2002,2627115776,7695898624,ITA,ANS,9
2003,3354331904,9992347648,ITA,ANS,9
2004,3898248704,11585710080,ITA,ANS,9
2005,4083028480,15603420160,ITA,ANS,9
2006,4311956480,23262427136,ITA,ANS,9
2007,5508670464,22783537152,ITA,ANS,9
2008,7669209088,33400797184,ITA,ANS,9
2000,12065458176,8065838080,NLD,ANS,9
2001,24287721472,15320867840,NLD,ANS,9
2002,23179137024,15302705152,NLD,ANS,9
2003,19962494976,12141685760,NLD,ANS,9
2004,15193862144,12767770624,NLD,ANS,9
2005,16175808512,13209877504,NLD,ANS,9
2006,16903437312,12984364032,NLD,ANS,9
2007,18129854464,14745116672,NLD,ANS,9
2008,22883481600,17786591232,NLD,ANS,9
2009,16356902912,14393345024,NLD,ANS,9
2010,18409011200,14894447616,NLD,ANS,9
2012,20568254400,9277164181,NLD,ANS,9
2004,480372256,10650321920,PRT,ANS,9
2015,10796590080,796566528,RUS,ANS,9
2009,13912811520,6531147776,RUS,ANS,9
1997,2390007552,14054988800,RUS,ANS,9
2011,8008045568,5999999488,RUS,ANS,9
2014,11645750272,678199936,RUS,ANS,9
2012,9124651,11908647936,TUR,ANS,9
2013,5329700,12688406528,TUR,ANS,9
2014,9609519,12933356544,TUR,ANS,9
2007,0,10472026112,VEN,ANS,9
2011,5633579520,5102974464,ANS,AUS,9
2013,4529554432,7551536640,ANS,AUS,9
2017,10860507136,7247065600,ANS,AUS,9
2007,7492202496,4035243520,RUS,BLR,9
2008,10295726080,4788376064,RUS,BLR,9
2010,7837229056,4504251392,RUS,BLR,9
2011,10650211328,6902697472,RUS,BLR,9
2008,4788376064,10295726080,BLR,RUS,9
2007,4035243520,7492202496,BLR,RUS,9
2010,4504251392,7837229056,BLR,RUS,9
2011,6902697472,10650211328,BLR,RUS,9
2008,1303188864,10432437504,DEU,RUS,9
2011,1735790848,9927628576,DEU,RUS,9
2012,1714264576,10584111104,DEU,RUS,9
2013,1800240512,11396806656,DEU,RUS,9
2014,1733402752,12464362496,DEU,RUS,9
2015,1556306560,8789009408,DEU,RUS,9
2006,0,12324953456,ITA,RUS,9
2008,112953592,22992621424,ITA,RUS,9
2008,27767624,14483581952,TUR,RUS,9
2011,43770104,11874035712,TUR,RUS,9
2012,42232060,12726232064,TUR,RUS,9
2013,39769772,10999939072,TUR,RUS,9
2014,35880852,10593808384,TUR,RUS,9
2009,6531147776,13912811520,ANS,RUS,9
2011,5999999488,8008045568,ANS,RUS,9
2014,678199936,11645750272,ANS,RUS,9
2015,796566528,10796590080,ANS,RUS,9
1997,14054988800,2390007552,ANS,RUS,9
2016,925587584,9406523392,CHN,VNM,9
2014,10385159897,37203986,CHN,ARE,0
2015,11749338679,37698371,CHN,ARE,0
2008,2605170094,7721374575,FRA,BEL,0
1996,4972407823,5656659836,USA,CAN,0
1997,5777378847,6780394153,USA,CAN,0
1998,6170253935,7756035940,USA,CAN,0
1999,6385675835,8482425589,USA,CAN,0
2000,6962285837,9405919103,USA,CAN,0
2001,6359537061,8740694967,USA,CAN,0
2002,6045517458,8830903967,USA,CAN,0
2003,6114321203,9026485922,USA,CAN,0
2004,6843531368,9760326530,USA,CAN,0
2005,7630512706,9949949831,USA,CAN,0
2006,8252959611,9810036415,USA,CAN,0
2007,8717469100,9162917376,USA,CAN,0
2008,9119858747,7750862895,USA,CAN,0
2009,7366194042,5383928812,USA,CAN,0
2010,8629372740,6219724547,USA,CAN,0
2011,9419159684,6729378233,USA,CAN,0
2012,10379055654,6627704353,USA,CAN,0
2013,10507071009,6413044709,USA,CAN,0
2014,10651951686,6826670655,USA,CAN,0
2015,10009724959,7310987027,USA,CAN,0
2016,9790887114,7417470479,USA,CAN,0
2017,9913170672,7350255436,USA,CAN,0
2014,37203986,10385159897,ARE,CHN,0
2015,37698371,11749338679,ARE,CHN,0
2011,3479228902,7446527057,AUS,CHN,0
2012,3521895938,8365057787,AUS,CHN,0
2013,3253912939,8613515040,AUS,CHN,0
2014,2351114347,9018540295,AUS,CHN,0
2015,1771296371,9107124717,AUS,CHN,0
2016,1791496754,8547775899,AUS,CHN,0
2017,2185732195,8911466768,AUS,CHN,0
2006,374807350,10294488761,DEU,CHN,0
2007,510225851,12979303199,DEU,CHN,0
2008,598622162,15525313056,DEU,CHN,0
2009,620980903,15486316826,DEU,CHN,0
2010,861295327,17754133713,DEU,CHN,0
2011,1301310234,20529278147,DEU,CHN,0
2012,1053132130,18307659002,DEU,CHN,0
2013,1190872267,18849468446,DEU,CHN,0
2014,1150154240,20160087205,DEU,CHN,0
2015,1022343269,18254139801,DEU,CHN,0
2016,1009779286,17698398650,DEU,CHN,0
2017,1117197421,18834341385,DEU,CHN,0
2008,275595987,10514456594,FRA,CHN,0
2009,242200749,10215299858,FRA,CHN,0
2010,343275578,11682892714,FRA,CHN,0
2011,467001630,13279185807,FRA,CHN,0
2012,520507510,12193869121,FRA,CHN,0
2013,649664181,12453339867,FRA,CHN,0
2014,752998512,13391432068,FRA,CHN,0
2015,689988313,12319580999,FRA,CHN,0
2016,666036743,11788155238,FRA,CHN,0
2017,710801797,12199708215,FRA,CHN,0
2005,130655047,10351316281,GBR,CHN,0
2006,134708841,11190082883,GBR,CHN,0
2007,173386930,13845881802,GBR,CHN,0
2008,225719482,16169483395,GBR,CHN,0
2009,178971301,13614722988,GBR,CHN,0
2010,210011378,16189181667,GBR,CHN,0
2011,360541832,16750490388,GBR,CHN,0
2012,337244036,13881258944,GBR,CHN,0
2013,373964762,14521885572,GBR,CHN,0
2014,397918373,16180884981,GBR,CHN,0
2015,317104329,16253960135,GBR,CHN,0
2016,402854604,14239857403,GBR,CHN,0
2017,567313679,13484466876,GBR,CHN,0
1995,11293569086,25037736454,HKG,CHN,0
1996,12172172592,26421396290,HKG,CHN,0
1997,13116527329,28342676096,HKG,CHN,0
1998,12046959926,26004352318,HKG,CHN,0
1999,11295353779,26461648525,HKG,CHN,0
2000,12069447173,28939997938,HKG,CHN,0
2001,11390275181,27642062412,HKG,CHN,0
2002,11403445451,27613387898,HKG,CHN,0
2003,11980747174,28357160782,HKG,CHN,0
2004,12787237751,23481774388,HKG,CHN,0
2005,12308416369,22673594060,HKG,CHN,0
2006,12330018878,24473238060,HKG,CHN,0
2007,1295935619,24147203333,HKG,CHN,0
2008,10438873076,20562781935,HKG,CHN,0
2009,564791621,18000921907,HKG,CHN,0
2010,593080514,19541526721,HKG,CHN,0
2011,1977433832,19606955426,HKG,CHN,0
2012,1740624209,18587428626,HKG,CHN,0
2013,1717952723,23403151877,HKG,CHN,0
2014,1449081788,20429937830,HKG,CHN,0
2015,1182024640,18981230172,HKG,CHN,0
2016,249284717,19169802686,HKG,CHN,0
2017,179993979,16983789271,HKG,CHN,0
2011,1219147610,9309182773,ITA,CHN,0
2014,2389324560,8083082441,ITA,CHN,0
2000,3052454607,16921043071,JPN,CHN,0
2001,3241135800,17281127550,JPN,CHN,0
2002,2926866212,16838263237,JPN,CHN,0
2003,3349421282,18943019034,JPN,CHN,0
2004,3756612042,20887318606,JPN,CHN,0
2006,3654980923,23876244495,JPN,CHN,0
2007,3626230308,24714828435,JPN,CHN,0
2008,3680326514,26965730072,JPN,CHN,0
2009,3322394796,26834032168,JPN,CHN,0
2010,3849198563,28479529875,JPN,CHN,0
2011,4368558319,34561521789,JPN,CHN,0
2012,4022783825,35620713099,JPN,CHN,0
2014,3148663205,32836671631,JPN,CHN,0
2016,2654167869,27569429586,JPN,CHN,0
2017,2702847355,27378789268,JPN,CHN,0
2015,2747821607,29142122165,JPN,CHN,0
1995,2508102381,12712636222,JPN,CHN,0
1996,2792103512,13971459855,JPN,CHN,0
1997,2733986853,12980527538,JPN,CHN,0
1998,2661788322,11587174256,JPN,CHN,0
1999,2816989500,13672088528,JPN,CHN,0
2005,3696442726,22531921874,JPN,CHN,0
2013,3501892444,35630466513,JPN,CHN,0
2007,3230430986,6884116057,KOR,CHN,0
2010,3224262736,6882368836,KOR,CHN,0
2011,3425979256,8293677633,KOR,CHN,0
2012,3224257621,7791447968,KOR,CHN,0
2013,3304484645,9088298642,KOR,CHN,0
2014,3097574619,11101913724,KOR,CHN,0
2016,2410751724,10369923584,KOR,CHN,0
2017,2249168299,10849312453,KOR,CHN,0
2015,2694088240,12168922037,KOR,CHN,0
2013,262396090,10070611033,MYS,CHN,0
2007,18654293,10279127915,RUS,CHN,0
2012,8287408,10682061321,RUS,CHN,0
2013,15336779,13580047637,RUS,CHN,0
2014,16710013,14523456233,RUS,CHN,0
1995,1307488512,14718007143,USA,CHN,0
1996,1068044431,15948859297,USA,CHN,0
1997,903809492,19016243694,USA,CHN,0
1998,382118728,20470107624,USA,CHN,0
1999,334495198,23381633883,USA,CHN,0
2000,402590886,26201327295,USA,CHN,0
2001,453506248,26769081697,USA,CHN,0
2002,595415930,32469257493,USA,CHN,0
2003,1260931622,37922408362,USA,CHN,0
2004,2062530343,44820143709,USA,CHN,0
2005,2160563630,56938433363,USA,CHN,0
2006,2977127671,64492382737,USA,CHN,0
2007,2491275013,70542856778,USA,CHN,0
2008,2813171823,69828049063,USA,CHN,0
2009,1744425553,63109501795,USA,CHN,0
2010,3190471667,70856434897,USA,CHN,0
2011,3977749222,75629038775,USA,CHN,0
2012,4753849676,79478692028,USA,CHN,0
2013,3564704168,84078331197,USA,CHN,0
2014,2546605267,86406339509,USA,CHN,0
2015,2031297304,92683898734,USA,CHN,0
2016,1669791776,86982741351,USA,CHN,0
2017,2082196766,89326775828,USA,CHN,0
2013,2051178958,14116440367,VNM,CHN,0
2015,3686505184,16810619600,VNM,CHN,0
2016,4148271371,12606052431,VNM,CHN,0
2012,1500215328,8919612308,VNM,CHN,0
2014,2980975720,17162937046,VNM,CHN,0
2017,4835010120,13730423510,VNM,CHN,0
2006,10294488761,374807350,CHN,DEU,0
2007,12979303199,510225851,CHN,DEU,0
2008,15525313056,598622162,CHN,DEU,0
2009,15486316826,620980903,CHN,DEU,0
2010,17754133713,861295327,CHN,DEU,0
2011,20529278147,1301310234,CHN,DEU,0
2012,18307659002,1053132130,CHN,DEU,0
2013,18849468446,1190872267,CHN,DEU,0
2014,20160087205,1150154240,CHN,DEU,0
2015,18254139801,1022343269,CHN,DEU,0
2016,17698398650,1009779286,CHN,DEU,0
2017,18834341385,1117197421,CHN,DEU,0
1995,10048485386,2140413073,ITA,DEU,0
1996,10095488966,2058274599,ITA,DEU,0
1997,8710976919,2026933681,ITA,DEU,0
1998,8349207707,2064874605,ITA,DEU,0
2011,5098432948,4950347089,NLD,DEU,0
2014,6055305678,4457934239,NLD,DEU,0
2017,5438199089,4719544251,NLD,DEU,0
2014,7049427007,3602438230,POL,DEU,0
2015,6876534797,3312082914,POL,DEU,0
2016,7222810842,3484057004,POL,DEU,0
2017,7858736326,4278236953,POL,DEU,0
2008,7721374575,2605170094,BEL,FRA,0
2008,10514456594,275595987,CHN,FRA,0
2009,10215299858,242200749,CHN,FRA,0
2010,11682892714,343275578,CHN,FRA,0
2011,13279185807,467001630,CHN,FRA,0
2012,12193869121,520507510,CHN,FRA,0
2013,12453339867,649664181,CHN,FRA,0
2014,13391432068,752998512,CHN,FRA,0
2015,12319580999,689988313,CHN,FRA,0
2016,11788155238,666036743,CHN,FRA,0
2017,12199708215,710801797,CHN,FRA,0
2008,7980541713,2509788088,ITA,FRA,0
2011,7910032529,2387420741,ITA,FRA,0
2005,10351316281,130655047,CHN,GBR,0
2006,11190082883,134708841,CHN,GBR,0
2007,13845881802,173386930,CHN,GBR,0
2008,16169483395,225719482,CHN,GBR,0
2009,13614722988,178971301,CHN,GBR,0
2010,16189181667,210011378,CHN,GBR,0
2011,16750490388,360541832,CHN,GBR,0
2012,13881258944,337244036,CHN,GBR,0
2013,14521885572,373964762,CHN,GBR,0
2014,16180884981,397918373,CHN,GBR,0
2015,16253960135,317104329,CHN,GBR,0
2016,14239857403,402854604,CHN,GBR,0
2017,13484466876,567313679,CHN,GBR,0
1995,25037736454,11293569086,CHN,HKG,0
1996,26421396290,12172172592,CHN,HKG,0
1997,28342676096,13116527329,CHN,HKG,0
1998,26004352318,12046959926,CHN,HKG,0
1999,26461648525,11295353779,CHN,HKG,0
2000,28939997938,12069447173,CHN,HKG,0
2001,27642062412,11390275181,CHN,HKG,0
2002,27613387898,11403445451,CHN,HKG,0
2003,28357160782,11980747174,CHN,HKG,0
2004,23481774388,12787237751,CHN,HKG,0
2005,22673594060,12308416369,CHN,HKG,0
2006,24473238060,12330018878,CHN,HKG,0
2007,24147203333,1295935619,CHN,HKG,0
2008,20562781935,10438873076,CHN,HKG,0
2009,18000921907,564791621,CHN,HKG,0
2010,19541526721,593080514,CHN,HKG,0
2011,19606955426,1977433832,CHN,HKG,0
2012,18587428626,1740624209,CHN,HKG,0
2013,23403151877,1717952723,CHN,HKG,0
2014,20429937830,1449081788,CHN,HKG,0
2015,18981230172,1182024640,CHN,HKG,0
2016,19169802686,249284717,CHN,HKG,0
2017,16983789271,179993979,CHN,HKG,0
2000,537670301,14130849314,USA,HKG,0
2001,505936273,13530222366,USA,HKG,0
2002,502212653,13552327332,USA,HKG,0
2003,486381213,13199317070,USA,HKG,0
2004,548855263,13454006172,USA,HKG,0
2005,549754709,14153796575,USA,HKG,0
2006,660025910,14268134811,USA,HKG,0
2008,735025891,13108679694,USA,HKG,0
2011,9309182773,1219147610,CHN,ITA,0
2014,8083082441,2389324560,CHN,ITA,0
1995,2140413073,10048485386,DEU,ITA,0
1996,2058274599,10095488966,DEU,ITA,0
1997,2026933681,8710976919,DEU,ITA,0
1998,2064874605,8349207707,DEU,ITA,0
2008,2509788088,7980541713,FRA,ITA,0
2011,2387420741,7910032529,FRA,ITA,0
1995,12712636222,2508102381,CHN,JPN,0
1996,13971459855,2792103512,CHN,JPN,0
1997,12980527538,2733986853,CHN,JPN,0
1998,11587174256,2661788322,CHN,JPN,0
1999,13672088528,2816989500,CHN,JPN,0
2000,16921043071,3052454607,CHN,JPN,0
2001,17281127550,3241135800,CHN,JPN,0
2002,16838263237,2926866212,CHN,JPN,0
2003,18943019034,3349421282,CHN,JPN,0
2004,20887318606,3756612042,CHN,JPN,0
2005,22531921874,3696442726,CHN,JPN,0
2006,23876244495,3654980923,CHN,JPN,0
2007,24714828435,3626230308,CHN,JPN,0
2008,26965730072,3680326514,CHN,JPN,0
2009,26834032168,3322394796,CHN,JPN,0
2010,28479529875,3849198563,CHN,JPN,0
2011,34561521789,4368558319,CHN,JPN,0
2012,35620713099,4022783825,CHN,JPN,0
2013,35630466513,3501892444,CHN,JPN,0
2014,32836671631,3148663205,CHN,JPN,0
2015,29142122165,2747821607,CHN,JPN,0
2016,27569429586,2654167869,CHN,JPN,0
2017,27378789268,2702847355,CHN,JPN,0
2007,6884116057,3230430986,CHN,KOR,0
2010,6882368836,3224262736,CHN,KOR,0
2011,8293677633,3425979256,CHN,KOR,0
2012,7791447968,3224257621,CHN,KOR,0
2013,9088298642,3304484645,CHN,KOR,0
2014,11101913724,3097574619,CHN,KOR,0
2015,12168922037,2694088240,CHN,KOR,0
2016,10369923584,2410751724,CHN,KOR,0
2017,10849312453,2249168299,CHN,KOR,0
1996,4237295226,6823313054,USA,MEX,0
1997,5497171760,9253566727,USA,MEX,0
1998,6731400232,10957508179,USA,MEX,0
1999,7169402883,12798465765,USA,MEX,0
2000,8227026498,14486697654,USA,MEX,0
2001,7190935189,13861124516,USA,MEX,0
2002,6735854894,14257120003,USA,MEX,0
2003,6454003370,14180632622,USA,MEX,0
2004,6537909012,14071516808,USA,MEX,0
2005,6398372877,13702322900,USA,MEX,0
2006,6262627276,12760948345,USA,MEX,0
2007,5469067356,12181608242,USA,MEX,0
2008,5536081239,10958118809,USA,MEX,0
2009,4607678398,8820875235,USA,MEX,0
2010,5757826365,10682567509,USA,MEX,0
2011,6700016340,12164553358,USA,MEX,0
2012,6777826252,13379319338,USA,MEX,0
2013,7451280332,13881449310,USA,MEX,0
2014,8255408670,15689531741,USA,MEX,0
2015,8536451215,16452784849,USA,MEX,0
2016,8026497607,16078084737,USA,MEX,0
2017,7868534691,15292701243,USA,MEX,0
2013,10070611033,262396090,CHN,MYS,0
2011,4950347089,5098432948,DEU,NLD,0
2014,4457934239,6055305678,DEU,NLD,0
2017,4719544251,5438199089,DEU,NLD,0
2014,3602438230,7049427007,DEU,POL,0
2015,3312082914,6876534797,DEU,POL,0
2016,3484057004,7222810842,DEU,POL,0
2017,4278236953,7858736326,DEU,POL,0
2000,9405919103,6962285837,CAN,USA,0
2001,8740694967,6359537061,CAN,USA,0
2002,8830903967,6045517458,CAN,USA,0
2003,9026485922,6114321203,CAN,USA,0
2004,9760326530,6843531368,CAN,USA,0
2005,9949949831,7630512706,CAN,USA,0
2006,9810036415,8252959611,CAN,USA,0
2007,9162917376,8717469100,CAN,USA,0
2008,7750862895,9119858747,CAN,USA,0
2009,5383928812,7366194042,CAN,USA,0
2010,6219724547,8629372740,CAN,USA,0
2011,6729378233,9419159684,CAN,USA,0
2012,6627704353,10379055654,CAN,USA,0
2013,6413044709,10507071009,CAN,USA,0
2014,6826670655,10651951686,CAN,USA,0
2015,7310987027,10009724959,CAN,USA,0
2016,7417470479,9790887114,CAN,USA,0
2017,7350255436,9913170672,CAN,USA,0
1996,5656659836,4972407823,CAN,USA,0
1997,6780394153,5777378847,CAN,USA,0
1998,7756035940,6170253935,CAN,USA,0
1999,8482425589,6385675835,CAN,USA,0
1995,14718007143,1307488512,CHN,USA,0
1996,15948859297,1068044431,CHN,USA,0
1997,19016243694,903809492,CHN,USA,0
1998,20470107624,382118728,CHN,USA,0
1999,23381633883,334495198,CHN,USA,0
2000,26201327295,402590886,CHN,USA,0
2001,26769081697,453506248,CHN,USA,0
2002,32469257493,595415930,CHN,USA,0
2003,37922408362,1260931622,CHN,USA,0
2004,44820143709,2062530343,CHN,USA,0
2005,56938433363,2160563630,CHN,USA,0
2006,64492382737,2977127671,CHN,USA,0
2007,70542856778,2491275013,CHN,USA,0
2008,69828049063,2813171823,CHN,USA,0
2009,63109501795,1744425553,CHN,USA,0
2010,70856434897,3190471667,CHN,USA,0
2011,75629038775,3977749222,CHN,USA,0
2012,79478692028,4753849676,CHN,USA,0
2013,84078331197,3564704168,CHN,USA,0
2014,86406339509,2546605267,CHN,USA,0
2015,92683898734,2031297304,CHN,USA,0
2016,86982741351,1669791776,CHN,USA,0
2017,89326775828,2082196766,CHN,USA,0
2000,14130849314,537670301,HKG,USA,0
2001,13530222366,505936273,HKG,USA,0
2002,13552327332,502212653,HKG,USA,0
2003,13199317070,486381213,HKG,USA,0
2004,13454006172,548855263,HKG,USA,0
2005,14153796575,549754709,HKG,USA,0
2006,14268134811,660025910,HKG,USA,0
2008,13108679694,735025891,HKG,USA,0
1996,6823313054,4237295226,MEX,USA,0
1997,9253566727,5497171760,MEX,USA,0
1998,10957508179,6731400232,MEX,USA,0
1999,12798465765,7169402883,MEX,USA,0
2000,14486697654,8227026498,MEX,USA,0
2001,13861124516,7190935189,MEX,USA,0
2002,14257120003,6735854894,MEX,USA,0
2003,14180632622,6454003370,MEX,USA,0
2004,14071516808,6537909012,MEX,USA,0
2005,13702322900,6398372877,MEX,USA,0
2006,12760948345,6262627276,MEX,USA,0
2007,12181608242,5469067356,MEX,USA,0
2008,10958118809,5536081239,MEX,USA,0
2009,8820875235,4607678398,MEX,USA,0
2010,10682567509,5757826365,MEX,USA,0
2011,12164553358,6700016340,MEX,USA,0
2012,13379319338,6777826252,MEX,USA,0
2013,13881449310,7451280332,MEX,USA,0
2014,15689531741,8255408670,MEX,USA,0
2015,16452784849,8536451215,MEX,USA,0
2016,16078084737,8026497607,MEX,USA,0
2017,15292701243,7868534691,MEX,USA,0
2011,10790693578,479446697,VNM,USA,0
2013,14116313997,550705863,VNM,USA,0
2015,19365691126,767511171,VNM,USA,0
2016,20287744794,961785474,VNM,USA,0
2012,12182433834,390206480,VNM,USA,0
2014,16479787161,592306506,VNM,USA,0
2017,21402882972,1032381212,VNM,USA,0
2011,7446527057,3479228902,CHN,AUS,0
2012,8365057787,3521895938,CHN,AUS,0
2013,8613515040,3253912939,CHN,AUS,0
2014,9018540295,2351114347,CHN,AUS,0
2015,9107124717,1771296371,CHN,AUS,0
2016,8547775899,1791496754,CHN,AUS,0
2017,8911466768,2185732195,CHN,AUS,0
2007,10279127915,18654293,CHN,RUS,0
2012,10682061321,8287408,CHN,RUS,0
2013,13580047637,15336779,CHN,RUS,0
2014,14523456233,16710013,CHN,RUS,0
2012,8919612308,1500215328,CHN,VNM,0
2013,14116440367,2051178958,CHN,VNM,0
2014,17162937046,2980975720,CHN,VNM,0
2015,16810619600,3686505184,CHN,VNM,0
2016,12606052431,4148271371,CHN,VNM,0
2017,13730423510,4835010120,CHN,VNM,0
2011,479446697,10790693578,USA,VNM,0
2012,390206480,12182433834,USA,VNM,0
2013,550705863,14116313997,USA,VNM,0
2014,592306506,16479787161,USA,VNM,0
2015,767511171,19365691126,USA,VNM,0
2016,961785474,20287744794,USA,VNM,0
2017,1032381212,21402882972,USA,VNM,0
2005,6472267232,4373899797,DEU,AUT,1
2006,7326284420,4826901357,DEU,AUT,1
2007,8204295054,5829609511,DEU,AUT,1
2008,9172053263,6483536038,DEU,AUT,1
2009,8332826879,5651399714,DEU,AUT,1
2010,8487980951,6041200915,DEU,AUT,1
2011,9759624383,7104543200,DEU,AUT,1
2012,9087660073,6698565255,DEU,AUT,1
2013,9554861659,7159358407,DEU,AUT,1
2014,9693318061,7464558748,DEU,AUT,1
2015,8301438279,6347856233,DEU,AUT,1
2016,8280110163,6485716465,DEU,AUT,1
2017,8957561449,7093003531,DEU,AUT,1
2004,3639135885,6361303941,DEU,BEL,1
2005,4123860302,6523530229,DEU,BEL,1
2006,4354966582,6828026621,DEU,BEL,1
2007,5114187006,7669902178,DEU,BEL,1
2008,5842019284,8686483466,DEU,BEL,1
2009,5071227066,7724769208,DEU,BEL,1
2010,5279572576,7791949526,DEU,BEL,1
2011,6276213839,8959706770,DEU,BEL,1
2012,5894197324,8568617367,DEU,BEL,1
2013,6175918881,9587458919,DEU,BEL,1
2014,6810626305,8921358288,DEU,BEL,1
2015,5713876528,7676513867,DEU,BEL,1
2016,5625975267,7864814698,DEU,BEL,1
2017,5872358946,8335329913,DEU,BEL,1
1995,7087900526,6215762038,FRA,BEL,1
1996,6363096385,5945104385,FRA,BEL,1
1997,6139422476,6113751015,FRA,BEL,1
1998,6197040855,6929901393,FRA,BEL,1
1999,5794906477,6885128499,FRA,BEL,1
2000,5173120733,6152717850,FRA,BEL,1
2001,4817810177,6183003497,FRA,BEL,1
2002,5375025543,6518854309,FRA,BEL,1
2003,6507939622,8010452771,FRA,BEL,1
2004,7054073932,9125263710,FRA,BEL,1
2005,7445620540,9586539564,FRA,BEL,1
2006,7697054460,10017211928,FRA,BEL,1
2007,9431316438,12019237545,FRA,BEL,1
2008,10861698398,13742446356,FRA,BEL,1
2009,8806368337,12196685532,FRA,BEL,1
2010,8796847752,11974782053,FRA,BEL,1
2011,10306463935,13524856777,FRA,BEL,1
2012,9869150233,12841400582,FRA,BEL,1
2013,10437813285,14379551696,FRA,BEL,1
2014,9988596542,13432022648,FRA,BEL,1
2015,8486822376,11545072809,FRA,BEL,1
2016,8853847521,12161754835,FRA,BEL,1
2017,9032988782,12516888662,FRA,BEL,1
1995,5224389569,5231724447,NLD,BEL,1
1996,5722736395,5581679463,NLD,BEL,1
1997,5352464446,5614344031,NLD,BEL,1
1998,5553350385,5650781603,NLD,BEL,1
1999,5300713971,5696415677,NLD,BEL,1
2000,4966280707,5418298205,NLD,BEL,1
2001,5031109160,5341219337,NLD,BEL,1
2002,5469119182,5757560080,NLD,BEL,1
2003,6554839420,6582576110,NLD,BEL,1
2004,7452258006,7543971969,NLD,BEL,1
2005,7510637064,7643276065,NLD,BEL,1
2006,7829631329,8029866864,NLD,BEL,1
2007,9778948387,9448938773,NLD,BEL,1
2008,11572708453,10700496775,NLD,BEL,1
2009,9978273996,9446184235,NLD,BEL,1
2010,10274205855,9292176755,NLD,BEL,1
2011,12452432433,11628312513,NLD,BEL,1
2012,11682930750,11051228758,NLD,BEL,1
2013,13679174646,11725795643,NLD,BEL,1
2014,12971606550,11384841918,NLD,BEL,1
2015,10298551982,9857171584,NLD,BEL,1
2016,11166623608,10226834996,NLD,BEL,1
2017,12680103977,11323419260,NLD,BEL,1
2008,633911013,9817919324,CHN,BRA,1
2009,555459990,9628672433,CHN,BRA,1
2010,1113142677,11323363825,CHN,BRA,1
2011,1492070484,16091382661,CHN,BRA,1
2012,1545087801,17750411530,CHN,BRA,1
2013,1751152847,22909016684,CHN,BRA,1
2014,1632657981,22308960097,CHN,BRA,1
2015,1385861761,21247308573,CHN,BRA,1
2016,1198691004,20594482761,CHN,BRA,1
2017,1294746174,26414575126,CHN,BRA,1
2011,3122157849,7353080426,CHN,CAN,1
2012,3232259322,9549422789,CHN,CAN,1
2013,3347767466,10112986220,CHN,CAN,1
2014,3416939814,10021394065,CHN,CAN,1
2015,3245265996,10822928455,CHN,CAN,1
2016,3185672625,8782031003,CHN,CAN,1
2017,3318719724,9960842943,CHN,CAN,1
1995,13105100897,28048641574,USA,CAN,1
1996,13217950569,29385175387,USA,CAN,1
1997,14680653439,31164110195,USA,CAN,1
1998,14955590273,32164856867,USA,CAN,1
1999,15623005969,35260718831,USA,CAN,1
2000,17197306498,37172409542,USA,CAN,1
2001,17249680875,36794381634,USA,CAN,1
2002,17789129136,36365140350,USA,CAN,1
2003,19183952509,36766306381,USA,CAN,1
2004,20345097005,43294246338,USA,CAN,1
2005,22298806437,44890078598,USA,CAN,1
2006,24660090034,44502728496,USA,CAN,1
2007,27642469425,42914574891,USA,CAN,1
2008,30517502571,42559398798,USA,CAN,1
2009,28020298023,32996254862,USA,CAN,1
2010,31313476502,36552643008,USA,CAN,1
2011,34239693516,39519139977,USA,CAN,1
2012,35988074700,40870489626,USA,CAN,1
2013,37126683297,44095627534,USA,CAN,1
2014,37551820603,46571779536,USA,CAN,1
2015,35598240741,44704065411,USA,CAN,1
2016,34921019207,45073442445,USA,CAN,1
2017,35535000883,45524013786,USA,CAN,1
2008,9817919324,633911013,BRA,CHN,1
2009,9628672433,555459990,BRA,CHN,1
2010,11323363825,1113142677,BRA,CHN,1
2011,16091382661,1492070484,BRA,CHN,1
2012,17750411530,1545087801,BRA,CHN,1
2013,22909016684,1751152847,BRA,CHN,1
2014,22308960097,1632657981,BRA,CHN,1
2015,21247308573,1385861761,BRA,CHN,1
2016,20594482761,1198691004,BRA,CHN,1
2017,26414575126,1294746174,BRA,CHN,1
2011,7353080426,3122157849,CAN,CHN,1
2012,9549422789,3232259322,CAN,CHN,1
2013,10112986220,3347767466,CAN,CHN,1
2014,10021394065,3416939814,CAN,CHN,1
2015,10822928455,3245265996,CAN,CHN,1
2016,8782031003,3185672625,CAN,CHN,1
2017,9960842943,3318719724,CAN,CHN,1
1995,6718988948,7890520603,HKG,CHN,1
1996,7477576409,8065761948,HKG,CHN,1
1997,7974482637,8103618486,HKG,CHN,1
1998,7399518296,7436039685,HKG,CHN,1
1999,6703295287,7689503188,HKG,CHN,1
2000,7329864892,8522928043,HKG,CHN,1
2001,6681841573,8195996722,HKG,CHN,1
2002,6426446699,8099474480,HKG,CHN,1
2003,6874805629,8628009443,HKG,CHN,1
2004,6991933998,7654402605,HKG,CHN,1
2005,6674821320,7990503345,HKG,CHN,1
2006,6847198979,8415904288,HKG,CHN,1
2008,7482548632,7904543873,HKG,CHN,1
