year,export_value,import_value,location_code,partner_code,hs_product_code
2015,2128487495,23506897363,CHN,DEU,6
2016,2939268125,27000526963,CHN,DEU,6
2017,2950525551,28898330243,CHN,DEU,6
2009,6966485228,3659793212,CZE,DEU,6
2011,8889384757,5108884005,CZE,DEU,6
2014,10912296624,5153271008,CZE,DEU,6
2015,10412863776,4782471921,CZE,DEU,6
2016,11190625887,5421424678,CZE,DEU,6
2017,12429065346,6210597092,CZE,DEU,6
2007,6288399383,4553386157,CZE,DEU,6
2012,8371456356,4440457497,CZE,DEU,6
2013,9023346939,4665843901,CZE,DEU,6
2008,6747484565,5225062005,CZE,DEU,6
2010,7134707057,4115476519,CZE,DEU,6
1999,4512098550,5762358554,ESP,DEU,6
2002,3983802993,6918384888,ESP,DEU,6
2003,5371730991,9194793153,ESP,DEU,6
2004,6567761593,11700247246,ESP,DEU,6
2005,6629944402,12748717407,ESP,DEU,6
2006,7013824050,13302801493,ESP,DEU,6
2007,7655655272,16716643675,ESP,DEU,6
2008,8179458908,14253666736,ESP,DEU,6
2009,7671814377,9465347516,ESP,DEU,6
2010,7172057939,10020281374,ESP,DEU,6
2011,9111459772,10707204290,ESP,DEU,6
2012,9270146193,7561853544,ESP,DEU,6
2013,9564396156,7987366271,ESP,DEU,6
2014,10814382419,9800175622,ESP,DEU,6
2015,9989325846,9732571559,ESP,DEU,6
2016,11399633083,10754336540,ESP,DEU,6
2017,12800262295,11333456053,ESP,DEU,6
1995,9234500409,13433237461,FRA,DEU,6
1996,9129228744,12920789046,FRA,DEU,6
1997,7808874978,12314463928,FRA,DEU,6
1998,9177565245,15201385338,FRA,DEU,6
1999,9072517927,16226831171,FRA,DEU,6
2000,8063990654,15469929463,FRA,DEU,6
2001,7690116574,17455607699,FRA,DEU,6
2002,9500948093,18198067661,FRA,DEU,6
2003,11502492200,20555523074,FRA,DEU,6
2004,13616203963,22662347931,FRA,DEU,6
2005,12742032607,24328114128,FRA,DEU,6
2006,13201791064,27022709001,FRA,DEU,6
2007,13000839514,32228318868,FRA,DEU,6
2008,15565803943,35582044683,FRA,DEU,6
2009,14206838516,31618184988,FRA,DEU,6
2010,22352165171,30781083032,FRA,DEU,6
2011,25848833593,38744037386,FRA,DEU,6
2012,25687855980,37929762761,FRA,DEU,6
2013,26024333631,35466793930,FRA,DEU,6
2014,26598472457,36569753331,FRA,DEU,6
2015,23730136101,31761843495,FRA,DEU,6
2016,24037508929,31146321573,FRA,DEU,6
2017,19268090429,31915512278,FRA,DEU,6
1995,3386636579,8864468149,GBR,DEU,6
1996,4417141865,8781098490,GBR,DEU,6
1997,5044297794,9670984460,GBR,DEU,6
1998,5316445377,11627903489,GBR,DEU,6
1999,4732160662,12036423702,GBR,DEU,6
2000,4497899392,10723960625,GBR,DEU,6
2001,4723713374,12472909870,GBR,DEU,6
2002,4732203851,13617669319,GBR,DEU,6
2003,4418722282,17935036290,GBR,DEU,6
2004,5905262457,21758979409,GBR,DEU,6
2005,5990467258,21176774845,GBR,DEU,6
2006,6872970795,22641152541,GBR,DEU,6
2007,6881018770,27407986445,GBR,DEU,6
2008,7400699428,26906908076,GBR,DEU,6
2009,6375712840,20270788111,GBR,DEU,6
2010,6867259016,21991322948,GBR,DEU,6
2011,8159890156,26164872583,GBR,DEU,6
2012,7784849672,25807663039,GBR,DEU,6
2013,7726369878,28041560517,GBR,DEU,6
2014,8129753106,32671058110,GBR,DEU,6
2015,9633987184,33785790919,GBR,DEU,6
2016,9457286074,32605582554,GBR,DEU,6
2017,9881371340,31566776861,GBR,DEU,6
2015,6595090724,4101577102,HUN,DEU,6
2016,6468964784,4400441093,HUN,DEU,6
2017,6568357945,5037041388,HUN,DEU,6
2014,6689901004,4256999695,HUN,DEU,6
1995,4764134976,6699824932,ITA,DEU,6
1996,4862398821,7771616220,ITA,DEU,6
1997,4125518472,7511435947,ITA,DEU,6
1998,4511294611,8678235267,ITA,DEU,6
1999,4622451935,9421676712,ITA,DEU,6
2000,4581955470,8560458485,ITA,DEU,6
2001,4436036744,9230716955,ITA,DEU,6
2002,4508818135,10480924638,ITA,DEU,6
2003,5534874040,12497494892,ITA,DEU,6
2004,6208208317,13760630565,ITA,DEU,6
2005,6210328200,15283386753,ITA,DEU,6
2006,7112930438,16468857517,ITA,DEU,6
2007,8337157826,19389142072,ITA,DEU,6
2008,8884491422,19565439497,ITA,DEU,6
2009,6259814628,15101104870,ITA,DEU,6
2010,7026012378,14361343156,ITA,DEU,6
2011,8161713786,15741534731,ITA,DEU,6
2012,7277941591,10847453943,ITA,DEU,6
2013,7120776123,9952434298,ITA,DEU,6
2014,7280828102,10785718818,ITA,DEU,6
2015,6545073286,10855574839,ITA,DEU,6
2016,6905970805,12723167708,ITA,DEU,6
2017,7316745037,13962994646,ITA,DEU,6
2006,5622469007,4384842013,JPN,DEU,6
2016,4158363978,6142980014,JPN,DEU,6
2017,4306769000,7011109815,JPN,DEU,6
2013,2777076002,7273985113,JPN,DEU,6
2006,3656967401,6703849417,NLD,DEU,6
2007,3834177844,7754976418,NLD,DEU,6
2008,4601575498,8644061551,NLD,DEU,6
2010,3922699093,7026454138,NLD,DEU,6
2011,5259325738,7841172441,NLD,DEU,6
2012,4210153749,7416463242,NLD,DEU,6
2013,4410663204,6500489190,NLD,DEU,6
2014,4875207065,7294065297,NLD,DEU,6
2015,3695165675,7681328500,NLD,DEU,6
2016,4153238941,8164924799,NLD,DEU,6
2017,4596726148,8450772019,NLD,DEU,6
2007,4295031182,5755718475,POL,DEU,6
2008,5432904341,6944728245,POL,DEU,6
2009,5928683047,4663538038,POL,DEU,6
2010,5618025798,5632111946,POL,DEU,6
2011,6565715703,6608336679,POL,DEU,6
2012,5883164919,5750948972,POL,DEU,6
2013,6858022471,5877160251,POL,DEU,6
2014,7492895298,6728333999,POL,DEU,6
2015,6717071125,6287173180,POL,DEU,6
2016,7453270081,7172710377,POL,DEU,6
2017,8383785214,7899630937,POL,DEU,6
2012,136515197,11015535183,RUS,DEU,6
2013,96288936,10137383655,RUS,DEU,6
1995,3063697393,8696031282,USA,DEU,6
1996,3696460911,9752453960,USA,DEU,6
1997,3672692053,11231401468,USA,DEU,6
1998,4860937179,14135775745,USA,DEU,6
1999,5281746974,16595715449,USA,DEU,6
2000,6468714502,17816989874,USA,DEU,6
2001,5637275373,20733871771,USA,DEU,6
2002,5470107976,23206588306,USA,DEU,6
2003,6660386457,24343626946,USA,DEU,6
2004,9963250495,25014242896,USA,DEU,6
2005,10090202163,26948912774,USA,DEU,6
2006,12591446890,29407562589,USA,DEU,6
2007,11393664604,29531982741,USA,DEU,6
2008,12663973868,28892670025,USA,DEU,6
2009,6276492302,18893272855,USA,DEU,6
2010,7346070279,25233357592,USA,DEU,6
2011,8795344220,28355336177,USA,DEU,6
2012,10595903731,33641949862,USA,DEU,6
2013,9816380585,38193271169,USA,DEU,6
2014,9142771593,40200768882,USA,DEU,6
2015,11356815395,42309961895,USA,DEU,6
2016,8114116809,35673077151,USA,DEU,6
2017,8334169941,35962283964,USA,DEU,6
1999,5762358554,4512098550,DEU,ESP,6
2002,6918384888,3983802993,DEU,ESP,6
2003,9194793153,5371730991,DEU,ESP,6
2004,11700247246,6567761593,DEU,ESP,6
2005,12748717407,6629944402,DEU,ESP,6
2006,13302801493,7013824050,DEU,ESP,6
2007,16716643675,7655655272,DEU,ESP,6
2008,14253666736,8179458908,DEU,ESP,6
2009,9465347516,7671814377,DEU,ESP,6
2010,10020281374,7172057939,DEU,ESP,6
2011,10707204290,9111459772,DEU,ESP,6
2012,7561853544,9270146193,DEU,ESP,6
2013,7987366271,9564396156,DEU,ESP,6
2014,9800175622,10814382419,DEU,ESP,6
2015,9732571559,9989325846,DEU,ESP,6
2016,10754336540,11399633083,DEU,ESP,6
2017,11333456053,12800262295,DEU,ESP,6
1995,4296143665,7198953569,FRA,ESP,6
1996,4943824955,7823621307,FRA,ESP,6
1997,5148646753,6756870698,FRA,ESP,6
1998,6568706055,7767826426,FRA,ESP,6
1999,7945484941,7799465554,FRA,ESP,6
2000,9089046023,8074002384,FRA,ESP,6
2001,8706676268,8002519826,FRA,ESP,6
2002,8957895025,8486384364,FRA,ESP,6
2003,10324392660,10727411978,FRA,ESP,6
2004,11374708392,12883075172,FRA,ESP,6
2005,12217911346,13467107617,FRA,ESP,6
2006,12131651984,14367823551,FRA,ESP,6
2007,11935294834,17358292458,FRA,ESP,6
2008,9399905088,17394758880,FRA,ESP,6
2009,6637848422,14607025705,FRA,ESP,6
2010,6915601114,14497970538,FRA,ESP,6
2011,6813410828,16685660507,FRA,ESP,6
2012,5423764799,12707967332,FRA,ESP,6
2013,6269288963,13502574342,FRA,ESP,6
2014,7129926265,13759640480,FRA,ESP,6
2015,7513616309,11852102011,FRA,ESP,6
2016,8571436303,11620480793,FRA,ESP,6
2017,7972874431,11928920052,FRA,ESP,6
2007,3865341355,6411403876,GBR,ESP,6
2007,5189286920,6137833247,BEL,FRA,6
2008,5449907742,6489826076,BEL,FRA,6
2013,5360442665,5449861289,BEL,FRA,6
2014,6124006407,5526626240,BEL,FRA,6
2015,5530145945,5207780953,BEL,FRA,6
2016,5836038710,5268390358,BEL,FRA,6
2017,6219851560,5927638641,BEL,FRA,6
1995,13433237461,9234500409,DEU,FRA,6
1996,12920789046,9129228744,DEU,FRA,6
1997,12314463928,7808874978,DEU,FRA,6
1998,15201385338,9177565245,DEU,FRA,6
1999,16226831171,9072517927,DEU,FRA,6
2000,15469929463,8063990654,DEU,FRA,6
2001,17455607699,7690116574,DEU,FRA,6
2002,18198067661,9500948093,DEU,FRA,6
2003,20555523074,11502492200,DEU,FRA,6
2004,22662347931,13616203963,DEU,FRA,6
2005,24328114128,12742032607,DEU,FRA,6
2006,27022709001,13201791064,DEU,FRA,6
2007,32228318868,13000839514,DEU,FRA,6
2008,35582044683,15565803943,DEU,FRA,6
2009,31618184988,14206838516,DEU,FRA,6
2010,30781083032,22352165171,DEU,FRA,6
2011,38744037386,25848833593,DEU,FRA,6
2012,37929762761,25687855980,DEU,FRA,6
2013,35466793930,26024333631,DEU,FRA,6
2014,36569753331,26598472457,DEU,FRA,6
2015,31761843495,23730136101,DEU,FRA,6
2016,31146321573,24037508929,DEU,FRA,6
2017,31915512278,19268090429,DEU,FRA,6
1995,7198953569,4296143665,ESP,FRA,6
1996,7823621307,4943824955,ESP,FRA,6
1997,6756870698,5148646753,ESP,FRA,6
1998,7767826426,6568706055,ESP,FRA,6
1999,7799465554,7945484941,ESP,FRA,6
2000,8074002384,9089046023,ESP,FRA,6
2001,8002519826,8706676268,ESP,FRA,6
2002,8486384364,8957895025,ESP,FRA,6
2003,10727411978,10324392660,ESP,FRA,6
2004,12883075172,11374708392,ESP,FRA,6
2005,13467107617,12217911346,ESP,FRA,6
2006,14367823551,12131651984,ESP,FRA,6
2007,17358292458,11935294834,ESP,FRA,6
2008,17394758880,9399905088,ESP,FRA,6
2009,14607025705,6637848422,ESP,FRA,6
2010,14497970538,6915601114,ESP,FRA,6
2011,16685660507,6813410828,ESP,FRA,6
2012,12707967332,5423764799,ESP,FRA,6
2013,13502574342,6269288963,ESP,FRA,6
2014,13759640480,7129926265,ESP,FRA,6
2015,11852102011,7513616309,ESP,FRA,6
2016,11620480793,8571436303,ESP,FRA,6
2017,11928920052,7972874431,ESP,FRA,6
1999,3314578609,6825797224,GBR,FRA,6
2002,2968560648,7923594117,GBR,FRA,6
2003,3913454567,8385057506,GBR,FRA,6
2004,4507812238,8631649050,GBR,FRA,6
2005,3874985442,8030908711,GBR,FRA,6
2006,4195441671,8119316930,GBR,FRA,6
2007,4382545335,8302831334,GBR,FRA,6
2008,4451328508,7682644697,GBR,FRA,6
2011,4579485763,6235236894,GBR,FRA,6
2012,4610680107,5852605052,GBR,FRA,6
2013,4402499335,6312436809,GBR,FRA,6
2014,5331136052,7367732452,GBR,FRA,6
2015,5250421903,6497416859,GBR,FRA,6
2016,6171255171,7104055361,GBR,FRA,6
2017,7047134411,5824447803,GBR,FRA,6
2003,4681464918,6496137902,ITA,FRA,6
2004,5383539656,7264140665,ITA,FRA,6
2005,5310755192,6654777122,ITA,FRA,6
2006,5785763683,6335092414,ITA,FRA,6
2007,6747492021,7487654829,ITA,FRA,6
2008,7339776349,7257019457,ITA,FRA,6
2009,5353957744,5722924479,ITA,FRA,6
2010,6056167754,5846099040,ITA,FRA,6
2011,6864911917,5533791420,ITA,FRA,6
2012,6020651950,4765472293,ITA,FRA,6
2013,6392726211,4467078604,ITA,FRA,6
2014,6628147877,4336150240,ITA,FRA,6
2015,6044416708,4141244335,ITA,FRA,6
2016,6495044339,4950171666,ITA,FRA,6
2017,6887936138,5760612999,ITA,FRA,6
2004,3941243392,6218247333,USA,FRA,6
2006,4033230320,5968656895,USA,FRA,6
2007,4708758610,6345066630,USA,FRA,6
2011,6545169024,5827201854,USA,FRA,6
2016,4454924125,6542431817,USA,FRA,6
2005,6905503902,3409830867,BEL,GBR,6
2006,7158121105,3893446359,BEL,GBR,6
2007,8312917111,4946152613,BEL,GBR,6
2008,8503621306,4217165241,BEL,GBR,6
2013,7671042572,3346965584,BEL,GBR,6
2014,8301241507,4443595239,BEL,GBR,6
2015,8331002577,3814456469,BEL,GBR,6
2016,9456388550,3608826307,BEL,GBR,6
2017,9327442311,3710942974,BEL,GBR,6
2014,1696216500,8678537905,CHN,GBR,6
1995,8864468149,3386636579,DEU,GBR,6
1996,8781098490,4417141865,DEU,GBR,6
1997,9670984460,5044297794,DEU,GBR,6
1998,11627903489,5316445377,DEU,GBR,6
1999,12036423702,4732160662,DEU,GBR,6
2000,10723960625,4497899392,DEU,GBR,6
2001,12472909870,4723713374,DEU,GBR,6
2002,13617669319,4732203851,DEU,GBR,6
2003,17935036290,4418722282,DEU,GBR,6
2004,21758979409,5905262457,DEU,GBR,6
2005,21176774845,5990467258,DEU,GBR,6
2006,22641152541,6872970795,DEU,GBR,6
2007,27407986445,6881018770,DEU,GBR,6
2008,26906908076,7400699428,DEU,GBR,6
2009,20270788111,6375712840,DEU,GBR,6
2010,21991322948,6867259016,DEU,GBR,6
2011,26164872583,8159890156,DEU,GBR,6
2012,25807663039,7784849672,DEU,GBR,6
2013,28041560517,7726369878,DEU,GBR,6
2014,32671058110,8129753106,DEU,GBR,6
2015,33785790919,9633987184,DEU,GBR,6
2016,32605582554,9457286074,DEU,GBR,6
2017,31566776861,9881371340,DEU,GBR,6
2007,6411403876,3865341355,ESP,GBR,6
1999,6825797224,3314578609,FRA,GBR,6
2002,7923594117,2968560648,FRA,GBR,6
2003,8385057506,3913454567,FRA,GBR,6
2004,8631649050,4507812238,FRA,GBR,6
2005,8030908711,3874985442,FRA,GBR,6
2006,8119316930,4195441671,FRA,GBR,6
2007,8302831334,4382545335,FRA,GBR,6
2008,7682644697,4451328508,FRA,GBR,6
2011,6235236894,4579485763,FRA,GBR,6
2012,5852605052,4610680107,FRA,GBR,6
2013,6312436809,4402499335,FRA,GBR,6
2014,7367732452,5331136052,FRA,GBR,6
2015,6497416859,5250421903,FRA,GBR,6
2016,7104055361,6171255171,FRA,GBR,6
2017,5824447803,7047134411,FRA,GBR,6
1997,6094107652,4286373052,USA,GBR,6
1998,6937514814,4598328766,USA,GBR,6
1999,6856394629,4755722785,USA,GBR,6
2000,5572585721,5159265390,USA,GBR,6
2001,5946562823,4761458720,USA,GBR,6
2002,4194575022,7073915684,USA,GBR,6
2003,4544655945,7488252046,USA,GBR,6
2004,4170967733,7726850179,USA,GBR,6
2005,4377628075,8678808313,USA,GBR,6
2006,4448803459,7579478469,USA,GBR,6
2007,5988916687,7104761415,USA,GBR,6
2008,5865686648,7164697522,USA,GBR,6
2014,8650287332,9603929997,USA,GBR,6
2015,8619276122,11097250214,USA,GBR,6
2016,9735305619,13657256844,USA,GBR,6
2017,7591663228,12280191682,USA,GBR,6
1995,3921629324,6404083780,ANS,GBR,6
1996,5086956052,7241578727,ANS,GBR,6
1999,8315781918,8259179235,ANS,GBR,6
2011,11355815205,281288763,CHN,HKG,6
2012,11897364200,225278957,CHN,HKG,6
2014,10081724068,387551653,CHN,HKG,6
2014,4256999695,6689901004,DEU,HUN,6
2015,4101577102,6595090724,DEU,HUN,6
2016,4400441093,6468964784,DEU,HUN,6
2017,5037041388,6568357945,DEU,HUN,6
1995,6699824932,4764134976,DEU,ITA,6
1996,7771616220,4862398821,DEU,ITA,6
1997,7511435947,4125518472,DEU,ITA,6
1998,8678235267,4511294611,DEU,ITA,6
1999,9421676712,4622451935,DEU,ITA,6
2000,8560458485,4581955470,DEU,ITA,6
2001,9230716955,4436036744,DEU,ITA,6
2002,10480924638,4508818135,DEU,ITA,6
2003,12497494892,5534874040,DEU,ITA,6
2004,13760630565,6208208317,DEU,ITA,6
2005,15283386753,6210328200,DEU,ITA,6
2006,16468857517,7112930438,DEU,ITA,6
2007,19389142072,8337157826,DEU,ITA,6
2008,19565439497,8884491422,DEU,ITA,6
2009,15101104870,6259814628,DEU,ITA,6
2010,14361343156,7026012378,DEU,ITA,6
2011,15741534731,8161713786,DEU,ITA,6
2012,10847453943,7277941591,DEU,ITA,6
2013,9952434298,7120776123,DEU,ITA,6
2014,10785718818,7280828102,DEU,ITA,6
2015,10855574839,6545073286,DEU,ITA,6
2016,12723167708,6905970805,DEU,ITA,6
2017,13962994646,7316745037,DEU,ITA,6
2003,6496137902,4681464918,FRA,ITA,6
2004,7264140665,5383539656,FRA,ITA,6
2005,6654777122,5310755192,FRA,ITA,6
2006,6335092414,5785763683,FRA,ITA,6
2007,7487654829,6747492021,FRA,ITA,6
2008,7257019457,7339776349,FRA,ITA,6
2009,5722924479,5353957744,FRA,ITA,6
2010,5846099040,6056167754,FRA,ITA,6
2011,5533791420,6864911917,FRA,ITA,6
2012,4765472293,6020651950,FRA,ITA,6
2013,4467078604,6392726211,FRA,ITA,6
2014,4336150240,6628147877,FRA,ITA,6
2015,4141244335,6044416708,FRA,ITA,6
2016,4950171666,6495044339,FRA,ITA,6
2017,5760612999,6887936138,FRA,ITA,6
2017,1095300889,9077544441,USA,ITA,6
2007,3338679443,7341564618,CHN,JPN,6
2008,3683168134,9523879744,CHN,JPN,6
2009,2996982540,10812243502,CHN,JPN,6
2010,3365100305,15836728667,CHN,JPN,6
2011,3782416396,16675011889,CHN,JPN,6
2012,3995411679,14897952670,CHN,JPN,6
2013,4507418513,13788768602,CHN,JPN,6
2014,4566702833,14086142800,CHN,JPN,6
2015,4343600643,11012244369,CHN,JPN,6
2016,4215300113,12470743342,CHN,JPN,6
2017,4499664165,14294642626,CHN,JPN,6
2006,4384842013,5622469007,DEU,JPN,6
2013,7273985113,2777076002,DEU,JPN,6
2016,6142980014,4158363978,DEU,JPN,6
2017,7011109815,4306769000,DEU,JPN,6
2008,5481657,10421564553,PAN,JPN,6
2009,13154769,12492598616,PAN,JPN,6
2010,218024378,15108536003,PAN,JPN,6
2011,47543403,14387323136,PAN,JPN,6
2012,223722849,13625235741,PAN,JPN,6
2008,69558861,12532009299,RUS,JPN,6
1995,6590265003,32457767154,USA,JPN,6
1996,6397041191,29830498915,USA,JPN,6
1997,6917615803,32015684565,USA,JPN,6
1998,7462400980,34218374332,USA,JPN,6
1999,6726661381,39709425134,USA,JPN,6
2000,5788483744,43312208587,USA,JPN,6
2001,4770158057,41552385365,USA,JPN,6
2002,5741083664,45818467512,USA,JPN,6
2003,6456329739,43720223813,USA,JPN,6
2004,6511029372,46108153597,USA,JPN,6
2005,6715233965,50025538262,USA,JPN,6
2006,7458598345,58645522243,USA,JPN,6
2007,8418216043,58062529957,USA,JPN,6
2008,8103461862,53755328138,USA,JPN,6
2009,2391862360,33044595232,USA,JPN,6
2010,4101221120,43360098907,USA,JPN,6
2011,3902967428,43216029669,USA,JPN,6
2012,3427297969,53601722385,USA,JPN,6
2013,5341811354,52608902961,USA,JPN,6
2014,4988497182,49269994087,USA,JPN,6
2015,4787827758,50259065015,USA,JPN,6
2016,5317182806,52917174993,USA,JPN,6
2017,3982081307,53484950555,USA,JPN,6
2017,22309216,12810621912,AUS,KOR,6
2013,2657035560,7979060531,CHN,KOR,6
2002,2642865944,7663922208,USA,KOR,6
2003,2113860182,9065804829,USA,KOR,6
2004,2198355915,11627552288,USA,KOR,6
2005,2521753175,10916162221,USA,KOR,6
2006,4150569857,11333250617,USA,KOR,6
2007,4147385407,11167969556,USA,KOR,6
2008,3064141193,10573944102,USA,KOR,6
2010,1854910295,10603801306,USA,KOR,6
2011,1981777347,13902345433,USA,KOR,6
2012,2159263899,17727207815,USA,KOR,6
2013,2124245228,18474253561,USA,KOR,6
2014,2633525721,21943078042,USA,KOR,6
2015,4058489147,24407112674,USA,KOR,6
2016,4961032132,22318430083,USA,KOR,6
2017,3686021375,20891620845,USA,KOR,6
2017,1459832302,9009343012,CAN,MEX,6
1995,4323614992,10673828841,USA,MEX,6
1996,5739182375,14321744213,USA,MEX,6
1997,7941524811,15649825723,USA,MEX,6
1998,8802290343,18161389554,USA,MEX,6
1999,9136236375,21076488293,USA,MEX,6
2000,12107546644,26506666633,USA,MEX,6
2001,11987663932,26621045406,USA,MEX,6
2002,11336711489,26861841474,USA,MEX,6
2003,10472467328,25751084874,USA,MEX,6
2004,11945520105,26720416435,USA,MEX,6
2005,12678144367,27728617319,USA,MEX,6
2006,14473273858,33529127156,USA,MEX,6
2007,14883979595,35215549061,USA,MEX,6
2008,15485702489,33516588388,USA,MEX,6
2009,10548985067,27005685672,USA,MEX,6
2010,15015001705,39064154535,USA,MEX,6
2011,18820777192,47267283881,USA,MEX,6
2012,21417403314,54592750032,USA,MEX,6
2013,22584409711,59323433328,USA,MEX,6
2014,23024495209,71757555773,USA,MEX,6
2015,25213807434,78341082264,USA,MEX,6
2016,23138622306,74670156397,USA,MEX,6
2017,22188616456,78850190567,USA,MEX,6
2006,6703849417,3656967401,DEU,NLD,6
2007,7754976418,3834177844,DEU,NLD,6
2008,8644061551,4601575498,DEU,NLD,6
2010,7026454138,3922699093,DEU,NLD,6
2011,7841172441,5259325738,DEU,NLD,6
2012,7416463242,4210153749,DEU,NLD,6
2013,6500489190,4410663204,DEU,NLD,6
2014,7294065297,4875207065,DEU,NLD,6
2015,7681328500,3695165675,DEU,NLD,6
2016,8164924799,4153238941,DEU,NLD,6
2017,8450772019,4596726148,DEU,NLD,6
2008,10421564553,5481657,JPN,PAN,6
2009,12492598616,13154769,JPN,PAN,6
2010,15108536003,218024378,JPN,PAN,6
2011,14387323136,47543403,JPN,PAN,6
2012,13625235741,223722849,JPN,PAN,6
2007,5755718475,4295031182,DEU,POL,6
2008,6944728245,5432904341,DEU,POL,6
2009,4663538038,5928683047,DEU,POL,6
2010,5632111946,5618025798,DEU,POL,6
2011,6608336679,6565715703,DEU,POL,6
2012,5750948972,5883164919,DEU,POL,6
2013,5877160251,6858022471,DEU,POL,6
2014,6728333999,7492895298,DEU,POL,6
2015,6287173180,6717071125,DEU,POL,6
2016,7172710377,7453270081,DEU,POL,6
2017,7899630937,8383785214,DEU,POL,6
2000,62321337007,36990970461,CAN,USA,6
2001,57857748411,33988394800,CAN,USA,6
2002,58563277803,36955919064,CAN,USA,6
2003,60071744508,38765997853,CAN,USA,6
2004,65736046687,41974540135,CAN,USA,6
2005,69104146725,46725062010,CAN,USA,6
2006,67759358101,50377086475,CAN,USA,6
2007,67894733558,55131124931,CAN,USA,6
2008,54244049935,50836504372,CAN,USA,6
2009,37182167931,34431308192,CAN,USA,6
2010,50959232359,44359122422,CAN,USA,6
2011,55613584456,50062784779,CAN,USA,6
2012,64104425931,53351033659,CAN,USA,6
2013,62912459167,55957361912,CAN,USA,6
2014,64539283285,56440142676,CAN,USA,6
2015,64818738522,53454273397,CAN,USA,6
2016,64816064994,52961653052,CAN,USA,6
2017,61061924949,56419755097,CAN,USA,6
1995,43682852124,27991176783,CAN,USA,6
1996,44797764825,28841487265,CAN,USA,6
1997,48610234824,33491780348,CAN,USA,6
1998,51453292960,33904105205,CAN,USA,6
1999,62109048309,36810090206,CAN,USA,6
2005,4867522174,5205572672,CHN,USA,6
2006,5968037407,7445500787,CHN,USA,6
2007,6923264821,9028462966,CHN,USA,6
2008,7327503603,7123120086,CHN,USA,6
2009,5828634364,6630199778,CHN,USA,6
2010,9011709697,9436506384,CHN,USA,6
2011,10972435697,11035599409,CHN,USA,6
2012,11744984297,13310043053,CHN,USA,6
2013,11931813196,21247726894,CHN,USA,6
2014,14595732275,25415477968,CHN,USA,6
2015,15883841433,23342994631,CHN,USA,6
2016,15654762896,21746211388,CHN,USA,6
2017,17180047472,24040318898,CHN,USA,6
1995,8696031282,3063697393,DEU,USA,6
1996,9752453960,3696460911,DEU,USA,6
1997,11231401468,3672692053,DEU,USA,6
1998,14135775745,4860937179,DEU,USA,6
1999,16595715449,5281746974,DEU,USA,6
2000,17816989874,6468714502,DEU,USA,6
2001,20733871771,5637275373,DEU,USA,6
2002,23206588306,5470107976,DEU,USA,6
2003,24343626946,6660386457,DEU,USA,6
2004,25014242896,9963250495,DEU,USA,6
2005,26948912774,10090202163,DEU,USA,6
2006,29407562589,12591446890,DEU,USA,6
2007,29531982741,11393664604,DEU,USA,6
2008,28892670025,12663973868,DEU,USA,6
2009,18893272855,6276492302,DEU,USA,6
2010,25233357592,7346070279,DEU,USA,6
2011,28355336177,8795344220,DEU,USA,6
2012,33641949862,10595903731,DEU,USA,6
2013,38193271169,9816380585,DEU,USA,6
2014,40200768882,9142771593,DEU,USA,6
2015,42309961895,11356815395,DEU,USA,6
2016,35673077151,8114116809,DEU,USA,6
2017,35962283964,8334169941,DEU,USA,6
2004,6218247333,3941243392,FRA,USA,6
2006,5968656895,4033230320,FRA,USA,6
2007,6345066630,4708758610,FRA,USA,6
2011,5827201854,6545169024,FRA,USA,6
2016,6542431817,4454924125,FRA,USA,6
1997,4286373052,6094107652,GBR,USA,6
1998,4598328766,6937514814,GBR,USA,6
1999,4755722785,6856394629,GBR,USA,6
2000,5159265390,5572585721,GBR,USA,6
2001,4761458720,5946562823,GBR,USA,6
2002,7073915684,4194575022,GBR,USA,6
2003,7488252046,4544655945,GBR,USA,6
2004,7726850179,4170967733,GBR,USA,6
2005,8678808313,4377628075,GBR,USA,6
2006,7579478469,4448803459,GBR,USA,6
2007,7104761415,5988916687,GBR,USA,6
2008,7164697522,5865686648,GBR,USA,6
2014,9603929997,8650287332,GBR,USA,6
2015,11097250214,8619276122,GBR,USA,6
2016,13657256844,9735305619,GBR,USA,6
2017,12280191682,7591663228,GBR,USA,6
2017,9077544441,1095300889,ITA,USA,6
2000,43312208587,5788483744,JPN,USA,6
2001,41552385365,4770158057,JPN,USA,6
2002,45818467512,5741083664,JPN,USA,6
2003,43720223813,6456329739,JPN,USA,6
2004,46108153597,6511029372,JPN,USA,6
2006,58645522243,7458598345,JPN,USA,6
2007,58062529957,8418216043,JPN,USA,6
2008,53755328138,8103461862,JPN,USA,6
2009,33044595232,2391862360,JPN,USA,6
2010,43360098907,4101221120,JPN,USA,6
2011,43216029669,3902967428,JPN,USA,6
2012,53601722385,3427297969,JPN,USA,6
2014,49269994087,4988497182,JPN,USA,6
2016,52917174993,5317182806,JPN,USA,6
2017,53484950555,3982081307,JPN,USA,6
2015,50259065015,4787827758,JPN,USA,6
1995,32457767154,6590265003,JPN,USA,6
1996,29830498915,6397041191,JPN,USA,6
1997,32015684565,6917615803,JPN,USA,6
1998,34218374332,7462400980,JPN,USA,6
1999,39709425134,6726661381,JPN,USA,6
2005,50025538262,6715233965,JPN,USA,6
2013,52608902961,5341811354,JPN,USA,6
2002,7663922208,2642865944,KOR,USA,6
2003,9065804829,2113860182,KOR,USA,6
2004,11627552288,2198355915,KOR,USA,6
2005,10916162221,2521753175,KOR,USA,6
