,year,export_value,import_value,location_code,partner_code,hs_product_code,location_id,location_name_short_en
1159,2012,3241905965,36104548616,USA,VEN,3,231,United States of America
1160,2013,2750964921,29742127669,USA,VEN,3,231,United States of America
1161,2014,2813886218,28152697267,USA,VEN,3,231,United States of America
1162,2015,2300530853,14658266687,USA,VEN,3,231,United States of America
1163,2016,1690200089,10379630161,USA,VEN,3,231,United States of America
1164,2017,1984372819,11442266608,USA,VEN,3,231,United States of America
1165,2006,46472554,10032502541,USA,RUS,3,231,United States of America
1166,2007,90463248,10858023589,USA,RUS,3,231,United States of America
1167,2008,409898439,16948361473,USA,RUS,3,231,United States of America
1168,2009,57283096,13000543667,USA,RUS,3,231,United States of America
1169,2010,209186880,18190261385,USA,RUS,3,231,United States of America
1170,2011,422065094,24756127743,USA,RUS,3,231,United States of America
1171,2012,268469656,20727688440,USA,RUS,3,231,United States of America
1172,2013,162681759,18884642671,USA,RUS,3,231,United States of America
1173,2014,72020937,13583768269,USA,RUS,3,231,United States of America
1174,2012,11769902,12381126509,USA,KWT,3,231,United States of America
1175,2013,7467302,12071879363,USA,KWT,3,231,United States of America
1176,2014,11062959,10865276690,USA,KWT,3,231,United States of America
1177,2005,73405094,10319171725,USA,DZA,3,231,United States of America
1178,2006,79450145,15240918437,USA,DZA,3,231,United States of America
1179,2007,219635427,17477427225,USA,DZA,3,231,United States of America
1180,2008,115258554,18973019208,USA,DZA,3,231,United States of America
1181,2009,78488061,10570616579,USA,DZA,3,231,United States of America
1182,2010,61289285,14175653028,USA,DZA,3,231,United States of America
1183,2011,148605736,14185703044,USA,DZA,3,231,United States of America
1184,2006,454722,11240171432,USA,IRQ,3,231,United States of America
1185,2007,725109,10797940709,USA,IRQ,3,231,United States of America
1186,2008,653690,21572844473,USA,IRQ,3,231,United States of America
1187,2010,1793036,11982200687,USA,IRQ,3,231,United States of America
1188,2011,2274781,16481682195,USA,IRQ,3,231,United States of America
1189,2012,2450439,18649745779,USA,IRQ,3,231,United States of America
1190,2013,3620758,12856548163,USA,IRQ,3,231,United States of America
1191,2014,6423476,13332231312,USA,IRQ,3,231,United States of America
1192,2017,8718504,10594352696,USA,IRQ,3,231,United States of America
1193,1995,27991176783,43682852124,USA,CAN,6,231,United States of America
1194,1996,28841487265,44797764825,USA,CAN,6,231,United States of America
1195,1997,33491780348,48610234824,USA,CAN,6,231,United States of America
1196,1998,33904105205,51453292960,USA,CAN,6,231,United States of America
1197,1999,36810090206,62109048309,USA,CAN,6,231,United States of America
1198,2000,36990970461,62321337007,USA,CAN,6,231,United States of America
1199,2001,33988394800,57857748411,USA,CAN,6,231,United States of America
1200,2002,36955919064,58563277803,USA,CAN,6,231,United States of America
1201,2003,38765997853,60071744508,USA,CAN,6,231,United States of America
1202,2004,41974540135,65736046687,USA,CAN,6,231,United States of America
1203,2005,46725062010,69104146725,USA,CAN,6,231,United States of America
1204,2006,50377086475,67759358101,USA,CAN,6,231,United States of America
1205,2007,55131124931,67894733558,USA,CAN,6,231,United States of America
1206,2008,50836504372,54244049935,USA,CAN,6,231,United States of America
1207,2009,34431308192,37182167931,USA,CAN,6,231,United States of America
1208,2010,44359122422,50959232359,USA,CAN,6,231,United States of America
1209,2011,50062784779,55613584456,USA,CAN,6,231,United States of America
1210,2012,53351033659,64104425931,USA,CAN,6,231,United States of America
1211,2013,55957361912,62912459167,USA,CAN,6,231,United States of America
1212,2014,56440142676,64539283285,USA,CAN,6,231,United States of America
1213,2015,53454273397,64818738522,USA,CAN,6,231,United States of America
1214,2016,52961653052,64816064994,USA,CAN,6,231,United States of America
1215,2017,56419755097,61061924949,USA,CAN,6,231,United States of America
1216,2005,5205572672,4867522174,USA,CHN,6,231,United States of America
1217,2006,7445500787,5968037407,USA,CHN,6,231,United States of America
1218,2007,9028462966,6923264821,USA,CHN,6,231,United States of America
1219,2008,7123120086,7327503603,USA,CHN,6,231,United States of America
1220,2009,6630199778,5828634364,USA,CHN,6,231,United States of America
1221,2010,9436506384,9011709697,USA,CHN,6,231,United States of America
1222,2011,11035599409,10972435697,USA,CHN,6,231,United States of America
1223,2012,13310043053,11744984297,USA,CHN,6,231,United States of America
1224,2013,21247726894,11931813196,USA,CHN,6,231,United States of America
1225,2014,25415477968,14595732275,USA,CHN,6,231,United States of America
1226,2015,23342994631,15883841433,USA,CHN,6,231,United States of America
1227,2016,21746211388,15654762896,USA,CHN,6,231,United States of America
1228,2017,24040318898,17180047472,USA,CHN,6,231,United States of America
1229,1995,3063697393,8696031282,USA,DEU,6,231,United States of America
1230,1996,3696460911,9752453960,USA,DEU,6,231,United States of America
1231,1997,3672692053,11231401468,USA,DEU,6,231,United States of America
1232,1998,4860937179,14135775745,USA,DEU,6,231,United States of America
1233,1999,5281746974,16595715449,USA,DEU,6,231,United States of America
1234,2000,6468714502,17816989874,USA,DEU,6,231,United States of America
1235,2001,5637275373,20733871771,USA,DEU,6,231,United States of America
1236,2002,5470107976,23206588306,USA,DEU,6,231,United States of America
1237,2003,6660386457,24343626946,USA,DEU,6,231,United States of America
1238,2004,9963250495,25014242896,USA,DEU,6,231,United States of America
1239,2005,10090202163,26948912774,USA,DEU,6,231,United States of America
1240,2006,12591446890,29407562589,USA,DEU,6,231,United States of America
1241,2007,11393664604,29531982741,USA,DEU,6,231,United States of America
1242,2008,12663973868,28892670025,USA,DEU,6,231,United States of America
1243,2009,6276492302,18893272855,USA,DEU,6,231,United States of America
1244,2010,7346070279,25233357592,USA,DEU,6,231,United States of America
1245,2011,8795344220,28355336177,USA,DEU,6,231,United States of America
1246,2012,10595903731,33641949862,USA,DEU,6,231,United States of America
1247,2013,9816380585,38193271169,USA,DEU,6,231,United States of America
1248,2014,9142771593,40200768882,USA,DEU,6,231,United States of America
1249,2015,11356815395,42309961895,USA,DEU,6,231,United States of America
1250,2016,8114116809,35673077151,USA,DEU,6,231,United States of America
1251,2017,8334169941,35962283964,USA,DEU,6,231,United States of America
1252,2004,3941243392,6218247333,USA,FRA,6,231,United States of America
1253,2006,4033230320,5968656895,USA,FRA,6,231,United States of America
1254,2007,4708758610,6345066630,USA,FRA,6,231,United States of America
1255,2011,6545169024,5827201854,USA,FRA,6,231,United States of America
1256,2016,4454924125,6542431817,USA,FRA,6,231,United States of America
1257,1997,6094107652,4286373052,USA,GBR,6,231,United States of America
1258,1998,6937514814,4598328766,USA,GBR,6,231,United States of America
1259,1999,6856394629,4755722785,USA,GBR,6,231,United States of America
1260,2000,5572585721,5159265390,USA,GBR,6,231,United States of America
1261,2001,5946562823,4761458720,USA,GBR,6,231,United States of America
1262,2002,4194575022,7073915684,USA,GBR,6,231,United States of America
1263,2003,4544655945,7488252046,USA,GBR,6,231,United States of America
1264,2004,4170967733,7726850179,USA,GBR,6,231,United States of America
1265,2005,4377628075,8678808313,USA,GBR,6,231,United States of America
1266,2006,4448803459,7579478469,USA,GBR,6,231,United States of America
1267,2007,5988916687,7104761415,USA,GBR,6,231,United States of America
1268,2008,5865686648,7164697522,USA,GBR,6,231,United States of America
1269,2014,8650287332,9603929997,USA,GBR,6,231,United States of America
1270,2015,8619276122,11097250214,USA,GBR,6,231,United States of America
1271,2016,9735305619,13657256844,USA,GBR,6,231,United States of America
1272,2017,7591663228,12280191682,USA,GBR,6,231,United States of America
1273,2017,1095300889,9077544441,USA,ITA,6,231,United States of America
1274,1995,6590265003,32457767154,USA,JPN,6,231,United States of America
1275,1996,6397041191,29830498915,USA,JPN,6,231,United States of America
1276,1997,6917615803,32015684565,USA,JPN,6,231,United States of America
1277,1998,7462400980,34218374332,USA,JPN,6,231,United States of America
1278,1999,6726661381,39709425134,USA,JPN,6,231,United States of America
1279,2000,5788483744,43312208587,USA,JPN,6,231,United States of America
1280,2001,4770158057,41552385365,USA,JPN,6,231,United States of America
1281,2002,5741083664,45818467512,USA,JPN,6,231,United States of America
1282,2003,6456329739,43720223813,USA,JPN,6,231,United States of America
1283,2004,6511029372,46108153597,USA,JPN,6,231,United States of America
1284,2005,6715233965,50025538262,USA,JPN,6,231,United States of America
1285,2006,7458598345,58645522243,USA,JPN,6,231,United States of America
1286,2007,8418216043,58062529957,USA,JPN,6,231,United States of America
1287,2008,8103461862,53755328138,USA,JPN,6,231,United States of America
1288,2009,2391862360,33044595232,USA,JPN,6,231,United States of America
1289,2010,4101221120,43360098907,USA,JPN,6,231,United States of America
1290,2011,3902967428,43216029669,USA,JPN,6,231,United States of America
1291,2012,3427297969,53601722385,USA,JPN,6,231,United States of America
1292,2013,5341811354,52608902961,USA,JPN,6,231,United States of America
1293,2014,4988497182,49269994087,USA,JPN,6,231,United States of America
1294,2015,4787827758,50259065015,USA,JPN,6,231,United States of America
1295,2016,5317182806,52917174993,USA,JPN,6,231,United States of America
1296,2017,3982081307,53484950555,USA,JPN,6,231,United States of America
1297,2002,2642865944,7663922208,USA,KOR,6,231,United States of America
1298,2003,2113860182,9065804829,USA,KOR,6,231,United States of America
1299,2004,2198355915,11627552288,USA,KOR,6,231,United States of America
1300,2005,2521753175,10916162221,USA,KOR,6,231,United States of America
1301,2006,4150569857,11333250617,USA,KOR,6,231,United States of America
1302,2007,4147385407,11167969556,USA,KOR,6,231,United States of America
1303,2008,3064141193,10573944102,USA,KOR,6,231,United States of America
1304,2010,1854910295,10603801306,USA,KOR,6,231,United States of America
1305,2011,1981777347,13902345433,USA,KOR,6,231,United States of America
1306,2012,2159263899,17727207815,USA,KOR,6,231,United States of America
1307,2013,2124245228,18474253561,USA,KOR,6,231,United States of America
1308,2014,2633525721,21943078042,USA,KOR,6,231,United States of America
1309,2015,4058489147,24407112674,USA,KOR,6,231,United States of America
1310,2016,4961032132,22318430083,USA,KOR,6,231,United States of America
1311,2017,3686021375,20891620845,USA,KOR,6,231,United States of America
1312,1995,4323614992,10673828841,USA,MEX,6,231,United States of America
1313,1996,5739182375,14321744213,USA,MEX,6,231,United States of America
1314,1997,7941524811,15649825723,USA,MEX,6,231,United States of America
1315,1998,8802290343,18161389554,USA,MEX,6,231,United States of America
1316,1999,9136236375,21076488293,USA,MEX,6,231,United States of America
1317,2000,12107546644,26506666633,USA,MEX,6,231,United States of America
1318,2001,11987663932,26621045406,USA,MEX,6,231,United States of America
1319,2002,11336711489,26861841474,USA,MEX,6,231,United States of America
1320,2003,10472467328,25751084874,USA,MEX,6,231,United States of America
1321,2004,11945520105,26720416435,USA,MEX,6,231,United States of America
1322,2005,12678144367,27728617319,USA,MEX,6,231,United States of America
1323,2006,14473273858,33529127156,USA,MEX,6,231,United States of America
1324,2007,14883979595,35215549061,USA,MEX,6,231,United States of America
1325,2008,15485702489,33516588388,USA,MEX,6,231,United States of America
1326,2009,10548985067,27005685672,USA,MEX,6,231,United States of America
1327,2010,15015001705,39064154535,USA,MEX,6,231,United States of America
1328,2011,18820777192,47267283881,USA,MEX,6,231,United States of America
1329,2012,21417403314,54592750032,USA,MEX,6,231,United States of America
1330,2013,22584409711,59323433328,USA,MEX,6,231,United States of America
1331,2014,23024495209,71757555773,USA,MEX,6,231,United States of America
1332,2015,25213807434,78341082264,USA,MEX,6,231,United States of America
1333,2016,23138622306,74670156397,USA,MEX,6,231,United States of America
1334,2017,22188616456,78850190567,USA,MEX,6,231,United States of America
1335,2012,6709090788,4029426945,USA,BEL,7,231,United States of America
1336,2013,7181256859,3988458341,USA,BEL,7,231,United States of America
1337,2014,7545960713,2547904122,USA,BEL,7,231,United States of America
1338,2016,6836904565,3456501760,USA,BEL,7,231,United States of America
1339,2017,6946537951,3748554447,USA,BEL,7,231,United States of America
1340,2006,6749704480,3258905479,USA,BRA,7,231,United States of America
1341,2007,8345978639,2786683675,USA,BRA,7,231,United States of America
1342,2008,10653639707,2780114911,USA,BRA,7,231,United States of America
1343,2010,9049341489,2131584734,USA,BRA,7,231,United States of America
1344,2011,10569712932,2734428867,USA,BRA,7,231,United States of America
1345,2012,10081573246,2964511399,USA,BRA,7,231,United States of America
1346,2013,9758222312,2519946124,USA,BRA,7,231,United States of America
1347,2014,9079109372,2610228696,USA,BRA,7,231,United States of America
1348,1995,28838854079,15562790884,USA,CAN,7,231,United States of America
1349,1996,30519148512,16586355479,USA,CAN,7,231,United States of America
1350,1997,35124420444,17706051360,USA,CAN,7,231,United States of America
1351,1998,36897285160,19293016452,USA,CAN,7,231,United States of America
1352,1999,39104473172,20575295377,USA,CAN,7,231,United States of America
1353,2000,43365440041,23079981899,USA,CAN,7,231,United States of America
1354,2001,39406033576,20626392443,USA,CAN,7,231,United States of America
1355,2002,37085495458,19387238585,USA,CAN,7,231,United States of America
1356,2003,38426884118,19490391173,USA,CAN,7,231,United States of America
1357,2004,41576819283,22265455850,USA,CAN,7,231,United States of America
1358,2005,47105014692,24398845213,USA,CAN,7,231,United States of America
1359,2006,50548342136,25876939195,USA,CAN,7,231,United States of America
1360,2007,52768733314,28172793762,USA,CAN,7,231,United States of America
1361,2008,53612027955,27732360294,USA,CAN,7,231,United States of America
1362,2009,40615177090,20217183868,USA,CAN,7,231,United States of America
1363,2010,48954602076,22475679561,USA,CAN,7,231,United States of America
1364,2011,54475048297,25445182163,USA,CAN,7,231,United States of America
1365,2012,58571630665,25705938798,USA,CAN,7,231,United States of America
1366,2013,57114216085,24527737029,USA,CAN,7,231,United States of America
1367,2014,57067861462,26236529897,USA,CAN,7,231,United States of America
1368,2015,52613110120,25950176159,USA,CAN,7,231,United States of America
1369,2016,49984136002,24800936407,USA,CAN,7,231,United States of America
1370,2017,52016252986,26760666175,USA,CAN,7,231,United States of America
1371,2014,1869227292,8383105830,USA,CHE,7,231,United States of America
1372,2015,1906331907,8250502863,USA,CHE,7,231,United States of America
1373,2017,1975465021,8644080126,USA,CHE,7,231,United States of America
1374,1995,3917559067,12026891580,USA,CHN,7,231,United States of America
1375,1996,3090799053,14480797013,USA,CHN,7,231,United States of America
1376,1997,3234355150,18374436016,USA,CHN,7,231,United States of America
1377,1998,3474913096,21601175649,USA,CHN,7,231,United States of America
1378,1999,5397294540,25474531391,USA,CHN,7,231,United States of America
1379,2000,5807623139,29941976982,USA,CHN,7,231,United States of America
1380,2001,5293651255,29202315280,USA,CHN,7,231,United States of America
1381,2002,5432411220,38597053192,USA,CHN,7,231,United States of America
1382,2003,6470709386,50488316995,USA,CHN,7,231,United States of America
1383,2004,8536413340,66251860901,USA,CHN,7,231,United States of America
1384,2005,8932293793,77196667990,USA,CHN,7,231,United States of America
1385,2006,10960961470,88758140560,USA,CHN,7,231,United States of America
1386,2007,12575087024,102009308152,USA,CHN,7,231,United States of America
1387,2008,14131684026,104286832494,USA,CHN,7,231,United States of America
1388,2009,12448256398,94208237002,USA,CHN,7,231,United States of America
1389,2010,16507103005,108915304819,USA,CHN,7,231,United States of America
1390,2011,19139220018,119378949659,USA,CHN,7,231,United States of America
1391,2012,19187229669,123483552602,USA,CHN,7,231,United States of America
1392,2013,18895116232,127330731676,USA,CHN,7,231,United States of America
1393,2014,18961539582,131576858302,USA,CHN,7,231,United States of America
1394,2015,19408371116,128909314518,USA,CHN,7,231,United States of America
1395,2016,18581267272,124798896400,USA,CHN,7,231,United States of America
1396,2017,20647328956,142479395754,USA,CHN,7,231,United States of America
1397,1995,11563238004,13161521477,USA,DEU,7,231,United States of America
1398,1996,12343485488,13645749045,USA,DEU,7,231,United States of America
1399,1997,10687447227,13996533958,USA,DEU,7,231,United States of America
1400,1998,13603885919,15997442028,USA,DEU,7,231,United States of America
1401,1999,14937083698,16289641946,USA,DEU,7,231,United States of America
1402,2000,16136848199,16776030105,USA,DEU,7,231,United States of America
1403,2001,12559630287,16564921730,USA,DEU,7,231,United States of America
1404,2002,10456246570,16825838844,USA,DEU,7,231,United States of America
1405,2003,10755282553,19436382220,USA,DEU,7,231,United States of America
1406,2004,14956854624,23559611588,USA,DEU,7,231,United States of America
1407,2005,15370851900,25646921101,USA,DEU,7,231,United States of America
1408,2006,17743308346,29202838250,USA,DEU,7,231,United States of America
1409,2007,14919846374,29645778031,USA,DEU,7,231,United States of America
1410,2008,15279523977,30212514132,USA,DEU,7,231,United States of America
1411,2009,10515860108,22126934795,USA,DEU,7,231,United States of America
1412,2010,11527781603,25646782395,USA,DEU,7,231,United States of America
1413,2011,18479744544,31137100583,USA,DEU,7,231,United States of America
1414,2012,17755310927,32271314621,USA,DEU,7,231,United States of America
1415,2013,17748531195,32671453775,USA,DEU,7,231,United States of America
1416,2014,12603841375,34799536055,USA,DEU,7,231,United States of America
1417,2015,18622707506,33126353048,USA,DEU,7,231,United States of America
1418,2016,13682015998,32925718935,USA,DEU,7,231,United States of America
1419,2017,14973267049,35928242846,USA,DEU,7,231,United States of America
1420,1995,9000570893,4476282487,USA,FRA,7,231,United States of America
1421,1996,8748259616,4397107044,USA,FRA,7,231,United States of America
1422,1997,9251301870,5173330093,USA,FRA,7,231,United States of America
1423,1998,10609072377,6574054718,USA,FRA,7,231,United States of America
1424,1999,8810953956,6203144737,USA,FRA,7,231,United States of America
1425,2000,9441970703,6995836045,USA,FRA,7,231,United States of America
1426,2001,8837501032,6732916840,USA,FRA,7,231,United States of America
1427,2002,7790451836,5990089973,USA,FRA,7,231,United States of America
1428,2003,8840735072,5491458386,USA,FRA,7,231,United States of America
1429,2004,8277963261,6049419189,USA,FRA,7,231,United States of America
1430,2005,8976018806,7090663726,USA,FRA,7,231,United States of America
1431,2006,9445598972,7439440158,USA,FRA,7,231,United States of America
1432,2007,10511773324,8128241432,USA,FRA,7,231,United States of America
1433,2008,10995539002,8514276809,USA,FRA,7,231,United States of America
1434,2009,5453483550,6876062827,USA,FRA,7,231,United States of America
1435,2010,6048549386,7533060185,USA,FRA,7,231,United States of America
1436,2011,11349728366,8080967465,USA,FRA,7,231,United States of America
1437,2012,6152847390,8844240101,USA,FRA,7,231,United States of America
1438,2013,7311868020,9556014135,USA,FRA,7,231,United States of America
1439,2014,6026196804,10238567252,USA,FRA,7,231,United States of America
1440,2015,5443350561,10211583771,USA,FRA,7,231,United States of America
1441,2016,5288686018,9781989795,USA,FRA,7,231,United States of America
1442,2017,7829819266,9962713542,USA,FRA,7,231,United States of America
1443,1995,9467047003,7940148597,USA,GBR,7,231,United States of America
1444,1996,9715337629,8387035511,USA,GBR,7,231,United States of America
1445,1997,12162374861,11151808177,USA,GBR,7,231,United States of America
1446,1998,11998392519,12298402037,USA,GBR,7,231,United States of America
1447,1999,11539945587,11595651043,USA,GBR,7,231,United States of America
1448,2000,13999663019,11493249504,USA,GBR,7,231,United States of America
1449,2001,13329138614,11974973406,USA,GBR,7,231,United States of America
1450,2002,11360957694,9903888467,USA,GBR,7,231,United States of America
1451,2003,11180475323,10417926524,USA,GBR,7,231,United States of America
1452,2004,12118509517,11221741863,USA,GBR,7,231,United States of America
1453,2005,12285209244,11978103181,USA,GBR,7,231,United States of America
1454,2006,12917568460,12398914804,USA,GBR,7,231,United States of America
1455,2007,13366996313,13034355675,USA,GBR,7,231,United States of America
1456,2008,14027766067,12330472360,USA,GBR,7,231,United States of America
1457,2009,9318341916,9870401672,USA,GBR,7,231,United States of America
1458,2010,10132660504,10473579231,USA,GBR,7,231,United States of America
1459,2011,10900951820,12577300919,USA,GBR,7,231,United States of America
1460,2012,12767192265,13650503068,USA,GBR,7,231,United States of America
1461,2013,12894919670,14399647789,USA,GBR,7,231,United States of America
1462,2014,14390152898,15113285651,USA,GBR,7,231,United States of America
1463,2015,12955484133,14707605689,USA,GBR,7,231,United States of America
1464,2016,12827824234,12675427791,USA,GBR,7,231,United States of America
1465,2017,14727172410,13408899495,USA,GBR,7,231,United States of America
1466,2000,3753696791,12886781160,USA,HKG,7,231,United States of America
1467,2001,4103707422,11554064660,USA,HKG,7,231,United States of America
1468,2002,3059194194,11398315877,USA,HKG,7,231,United States of America
1469,2003,3099154322,11069804328,USA,HKG,7,231,United States of America
1470,2004,3302752341,11282253607,USA,HKG,7,231,United States of America
1471,2005,3623672067,11797117305,USA,HKG,7,231,United States of America
1472,2006,4019845118,11252928974,USA,HKG,7,231,United States of America
1473,2008,4151161910,11043424553,USA,HKG,7,231,United States of America
1474,2005,3423481673,7301634234,USA,ITA,7,231,United States of America
1475,2006,3554338184,7638097040,USA,ITA,7,231,United States of America
1476,2007,3630327310,8339483421,USA,ITA,7,231,United States of America
1477,2008,3851355849,8528345106,USA,ITA,7,231,United States of America
1478,2011,3079415779,8066121368,USA,ITA,7,231,United States of America
1479,2012,3138312740,8968172643,USA,ITA,7,231,United States of America
1480,2013,3109545596,9944860290,USA,ITA,7,231,United States of America
1481,2014,3298123142,11664873702,USA,ITA,7,231,United States of America
1482,2015,3252314198,11119561287,USA,ITA,7,231,United States of America
1483,2016,2961141328,11119199736,USA,ITA,7,231,United States of America
1484,2017,3388917750,11702534788,USA,ITA,7,231,United States of America
1485,1995,14395133014,42649775146,USA,JPN,7,231,United States of America
1486,1996,16900761944,40453977003,USA,JPN,7,231,United States of America
1487,1997,17089257126,42930284916,USA,JPN,7,231,United States of America
1488,1998,15348023947,41246144595,USA,JPN,7,231,United States of America
1489,1999,15221094742,41834451086,USA,JPN,7,231,United States of America
1490,2000,18645693711,45832809169,USA,JPN,7,231,United States of America
1491,2001,16836557892,38428333447,USA,JPN,7,231,United States of America
1492,2002,14049766550,33662011290,USA,JPN,7,231,United States of America
1493,2003,13491881383,32267257274,USA,JPN,7,231,United States of America
1494,2004,14455320076,36635873054,USA,JPN,7,231,United States of America
1495,2005,14868543211,39215961679,USA,JPN,7,231,United States of America
1496,2006,16098145364,39723625077,USA,JPN,7,231,United States of America
1497,2007,16015696983,37938485042,USA,JPN,7,231,United States of America
1498,2008,15862232177,37111576775,USA,JPN,7,231,United States of America
1499,2009,12301505637,25624467724,USA,JPN,7,231,United States of America
1500,2010,13748187572,32356735334,USA,JPN,7,231,United States of America
1501,2011,14144610631,39249835195,USA,JPN,7,231,United States of America
1502,2012,14595951980,41669280657,USA,JPN,7,231,United States of America
1503,2013,14116816026,37839851906,USA,JPN,7,231,United States of America
1504,2014,14703607133,38004529808,USA,JPN,7,231,United States of America
1505,2015,13755775576,35838323124,USA,JPN,7,231,United States of America
1506,2016,13555414981,35727430338,USA,JPN,7,231,United States of America
1507,2017,15021798000,38116499949,USA,JPN,7,231,United States of America
1508,1995,6918861062,4634276675,USA,KOR,7,231,United States of America
1509,1996,7618922386,4765593259,USA,KOR,7,231,United States of America
1510,1997,6730514955,4989851596,USA,KOR,7,231,United States of America
1511,1999,4940331992,7108596365,USA,KOR,7,231,United States of America
1512,2000,7542237938,10169215208,USA,KOR,7,231,United States of America
1513,2001,5222864849,7029015869,USA,KOR,7,231,United States of America
1514,2002,5141246279,7157884501,USA,KOR,7,231,United States of America
1515,2003,5077942699,6129256494,USA,KOR,7,231,United States of America
1516,2004,6058119086,7024649497,USA,KOR,7,231,United States of America
1517,2005,7015506548,7373808542,USA,KOR,7,231,United States of America
1518,2006,8081007516,8342952564,USA,KOR,7,231,United States of America
1519,2007,9124225238,9556493739,USA,KOR,7,231,United States of America
1520,2008,8234341168,9105780406,USA,KOR,7,231,United States of America
1521,2009,6648155560,7920079483,USA,KOR,7,231,United States of America
1522,2010,10378933045,10580398908,USA,KOR,7,231,United States of America
1523,2011,9585444585,11526422310,USA,KOR,7,231,United States of America
1524,2012,9590549838,12059770359,USA,KOR,7,231,United States of America
1525,2013,10022085374,12415290967,USA,KOR,7,231,United States of America
1526,2014,10924945938,13278672591,USA,KOR,7,231,United States of America
1527,2015,9941429549,13616812148,USA,KOR,7,231,United States of America
1528,2016,9357783721,12429554895,USA,KOR,7,231,United States of America
1529,2017,12270381667,14790457190,USA,KOR,7,231,United States of America
1530,1995,7872757313,9464219812,USA,MEX,7,231,United States of America
1531,1996,9708024153,11362977107,USA,MEX,7,231,United States of America
1532,1997,13115426190,13975301125,USA,MEX,7,231,United States of America
1533,1998,14439023666,16422445725,USA,MEX,7,231,United States of America
1534,1999,16028854756,19347221319,USA,MEX,7,231,United States of America
1535,2000,19322113933,22676061638,USA,MEX,7,231,United States of America
1536,2001,18383168823,24347243281,USA,MEX,7,231,United States of America
1537,2002,18796159892,24808330117,USA,MEX,7,231,United States of America
1538,2003,19923895813,24532129665,USA,MEX,7,231,United States of America
1539,2004,23162687116,26979276287,USA,MEX,7,231,United States of America
1540,2005,24274117439,28742257324,USA,MEX,7,231,United States of America
1541,2006,25854653176,30461400707,USA,MEX,7,231,United States of America
1542,2007,25695906347,33797598006,USA,MEX,7,231,United States of America
1543,2008,28715893006,33438811170,USA,MEX,7,231,United States of America
1544,2009,26469167732,29688442094,USA,MEX,7,231,United States of America
1545,2010,30591111401,41359732671,USA,MEX,7,231,United States of America
1546,2011,37462119902,49096772437,USA,MEX,7,231,United States of America
1547,2012,42424903303,52498931907,USA,MEX,7,231,United States of America
1548,2013,45400161399,52068447868,USA,MEX,7,231,United States of America
1549,2014,50178770647,58106037978,USA,MEX,7,231,United States of America
1550,2015,49826075496,61836106332,USA,MEX,7,231,United States of America
1551,2016,49937401435,61909778438,USA,MEX,7,231,United States of America
1552,2017,50172665837,63559732444,USA,MEX,7,231,United States of America
1553,2000,2375720495,8455760009,USA,MYS,7,231,United States of America
1554,2002,2161563792,9326604569,USA,MYS,7,231,United States of America
1555,2003,1826917405,10117978626,USA,MYS,7,231,United States of America
1556,2004,2721941515,11413099474,USA,MYS,7,231,United States of America
1557,2005,3046441140,12965246946,USA,MYS,7,231,United States of America
1558,2006,2542787708,15209067820,USA,MYS,7,231,United States of America
1559,2007,2282237143,13989754137,USA,MYS,7,231,United States of America
1560,2008,2398608430,12247429558,USA,MYS,7,231,United States of America
1561,2009,1942179786,9569414470,USA,MYS,7,231,United States of America
1562,2000,8209364456,3323442478,USA,NLD,7,231,United States of America
1563,2001,7389342490,2810066379,USA,NLD,7,231,United States of America
1564,2003,6731695146,4242505773,USA,NLD,7,231,United States of America
1565,2004,7798629124,4313404100,USA,NLD,7,231,United States of America
1566,2005,8779942022,4241831812,USA,NLD,7,231,United States of America
1567,2006,9652761738,5023925651,USA,NLD,7,231,United States of America
1568,2007,9117474802,6948285956,USA,NLD,7,231,United States of America
1569,2008,10558547255,5814211257,USA,NLD,7,231,United States of America
1570,2009,8500265171,3933621629,USA,NLD,7,231,United States of America
1571,2010,9705839981,4246813265,USA,NLD,7,231,United States of America
1572,2011,9676561565,6174060933,USA,NLD,7,231,United States of America
1573,2012,9812387213,5125329579,USA,NLD,7,231,United States of America
1574,2013,10186410811,4674290637,USA,NLD,7,231,United States of America
1575,2014,10721869008,7066348014,USA,NLD,7,231,United States of America
1576,2015,10798935924,5655714592,USA,NLD,7,231,United States of America
1577,2016,10790498549,5424304466,USA,NLD,7,231,United States of America
1578,2017,10876052816,6161538977,USA,NLD,7,231,United States of America
1579,2017,1725975362,8753781605,USA,THA,7,231,United States of America
1580,1995,3604478045,10884888630,USA,TWN,7,231,United States of America
1581,1996,3952971909,11602313772,USA,TWN,7,231,United States of America
1582,1997,4992809853,13132543719,USA,TWN,7,231,United States of America
1583,1998,4488526857,12935175553,USA,TWN,7,231,United States of America
1584,1999,5081115250,13065440720,USA,TWN,7,231,United States of America
1585,2000,8364937571,14257226327,USA,TWN,7,231,United States of America
1586,2001,5143266883,11938081808,USA,TWN,7,231,United States of America
1587,2002,4818930760,11995328994,USA,TWN,7,231,United States of America
1588,2003,4100259418,10396982512,USA,TWN,7,231,United States of America
1589,2004,6393604493,9903609568,USA,TWN,7,231,United States of America
1590,2005,6027693765,8779442139,USA,TWN,7,231,United States of America
1591,2006,6543502346,8729437168,USA,TWN,7,231,United States of America
1592,2007,7444816127,7712379321,USA,TWN,7,231,United States of America
1593,2008,5390241325,7063267269,USA,TWN,7,231,United States of America
1594,2010,7923984458,6946996063,USA,TWN,7,231,United States of America
1595,2011,6501410807,8374077651,USA,TWN,7,231,United States of America
